10.38.0.1	00:1b:17:00:0b:27	Palo Alto Networks
10.38.14.104	54:35:30:7c:a3:a0	(Unknown)
10.38.14.89	2c:33:61:41:cc:e1	(Unknown)
10.38.13.253	88:66:a5:63:7c:34	(Unknown)
10.38.14.114	2c:81:58:ff:96:f2	Hon Hai Precision Ind. Co.,Ltd
10.38.13.213	00:b3:62:ce:0d:46	(Unknown)
10.38.14.123	b8:81:98:82:93:4e	(Unknown)
10.38.14.128	ac:d1:b8:e3:b9:03	(Unknown)
10.38.14.25	b8:44:d9:18:4f:62	(Unknown)
10.38.13.241	0c:51:01:48:da:80	(Unknown)
10.38.13.134	48:3b:38:12:58:73	(Unknown)
10.38.14.146	a0:d3:7a:50:16:ad	(Unknown)
10.38.14.148	d0:a6:37:ee:1a:19	(Unknown)
10.38.14.131	30:63:6b:ad:b9:26	(Unknown)
10.38.13.254	a0:cc:2b:bf:6e:4e	(Unknown)
10.38.14.31	dc:a9:04:be:2b:96	(Unknown)
10.38.14.143	24:0a:64:94:b9:93	AzureWaveTechnologies,Inc
10.38.14.110	98:00:c6:b0:a6:6e	(Unknown)
10.38.12.209	00:cd:fe:26:33:e8	(Unknown)
10.38.13.242	00:ee:bd:47:cf:e5	(Unknown)
10.38.14.182	d4:dc:cd:9c:57:82	(Unknown)
10.38.14.169	34:15:9e:93:81:87	Apple, Inc
10.38.14.168	64:b0:a6:2c:00:0e	(Unknown)
10.38.14.211	68:07:15:86:68:48	(Unknown)
10.38.14.209	e4:f8:9c:d3:e6:b3	(Unknown)
10.38.14.196	d4:dc:cd:cf:d5:d3	(Unknown)
10.38.14.68	e0:98:61:d9:a6:04	(Unknown)
10.38.14.208	cc:08:8d:49:36:92	(Unknown)
10.38.13.148	3c:ab:8e:6c:13:e2	(Unknown)
10.38.14.242	4c:34:88:d6:f1:05	(Unknown)
10.38.14.251	cc:20:e8:8d:24:21	(Unknown)
10.38.14.96	04:e6:76:8f:88:85	(Unknown)
10.38.14.62	bc:6c:21:b2:d3:84	(Unknown)
10.38.14.215	dc:ef:ca:e0:01:5c	(Unknown)
10.38.14.239	dc:a9:04:9f:b4:90	(Unknown)
10.38.14.230	8c:7c:92:84:4a:04	(Unknown)
10.38.13.167	2c:0e:3d:5c:73:a8	(Unknown)
10.38.14.212	a4:5e:60:48:82:80	(Unknown)
10.38.14.28	a4:b8:05:c5:2a:8e	(Unknown)
10.38.14.36	80:7a:bf:38:a5:b6	(Unknown)
10.38.14.167	9c:2a:83:e7:62:b6	(Unknown)
10.38.14.157	70:70:0d:71:b9:69	(Unknown)
10.38.14.204	34:f6:4b:a3:3a:9a	(Unknown)
10.38.14.248	00:b3:62:05:ed:a9	(Unknown)
10.38.15.32	c0:bd:d1:31:1c:5f	(Unknown)
10.38.14.45	d8:bb:2c:93:b0:42	(Unknown)
10.38.14.195	e8:3a:12:77:2d:36	(Unknown)
10.38.15.45	10:08:b1:b1:b9:97	(Unknown)
10.38.15.31	84:41:67:19:3f:ec	(Unknown)
10.38.15.6	2c:59:8a:21:a2:12	(Unknown)
10.38.14.202	d0:03:4b:8d:79:72	(Unknown)
10.38.10.25	cc:61:e5:bf:87:2a	(Unknown)
10.38.14.252	10:41:7f:16:ee:4a	(Unknown)
10.38.13.199	d4:61:9d:a8:85:a9	(Unknown)
10.38.15.61	c0:38:96:78:4f:a7	(Unknown)
10.38.14.29	fc:c2:de:9c:e1:cf	(Unknown)
10.38.5.128	98:00:c6:9c:d2:28	(Unknown)
10.38.13.174	fc:db:b3:4f:62:69	(Unknown)
10.38.12.111	dc:0c:5c:bb:92:6d	(Unknown)
10.38.15.70	0c:8b:fd:5e:d9:8b	Intel Corporate
10.38.12.21	00:db:70:97:e5:77	(Unknown)
10.38.15.82	c0:bd:d1:e8:16:b8	(Unknown)
10.38.15.53	a4:5e:60:c6:9f:cf	(Unknown)
10.38.15.22	dc:a9:04:91:d9:f5	(Unknown)
10.38.15.67	94:65:2d:81:6a:07	(Unknown)
10.38.15.12	00:c2:c6:15:ab:e4	Intel Corporate
10.38.14.229	00:56:cd:8b:80:26	(Unknown)
10.38.15.83	80:e6:50:09:e7:72	(Unknown)
10.38.15.49	a0:cc:2b:af:84:8a	(Unknown)
10.38.15.21	e0:94:67:8b:e2:00	Intel Corporate
10.38.15.73	20:a2:e4:b5:a1:b4	(Unknown)
10.38.14.149	f8:62:14:ee:4b:e3	(Unknown)
10.38.14.158	2c:1f:23:e7:fa:63	(Unknown)
10.38.15.108	60:f8:1d:c4:87:88	(Unknown)
10.38.14.64	54:4e:90:85:98:e9	(Unknown)
10.38.15.5	e4:98:d6:53:73:ee	(Unknown)
10.38.15.63	98:00:c6:94:4c:d8	(Unknown)
10.38.14.246	28:5a:eb:b6:ce:c3	(Unknown)
10.38.15.71	dc:0c:5c:ae:13:bd	(Unknown)
10.38.15.46	e4:ce:8f:28:09:80	Apple, Inc.
10.38.15.13	a4:d1:8c:ce:39:78	(Unknown)
10.38.14.232	70:f0:87:9b:f7:85	(Unknown)
10.38.15.77	70:3e:ac:12:53:2b	(Unknown)
10.38.15.78	d4:61:9d:4a:1a:a6	(Unknown)
10.38.15.19	80:7a:bf:6f:ea:e6	(Unknown)
10.38.15.163	8c:70:5a:33:cd:58	Intel Corporate
10.38.15.92	88:1f:a1:0d:bf:14	Apple
10.38.15.157	d8:c4:6a:a2:ab:ad	(Unknown)
10.38.15.172	5c:ad:cf:10:10:86	(Unknown)
10.38.15.122	08:74:02:37:7c:ed	(Unknown)
10.38.15.134	a0:d7:95:7a:c7:6f	(Unknown)
10.38.15.161	24:fd:52:18:d3:3a	Liteon Technology Corporation
10.38.15.192	1c:5c:f2:df:04:73	(Unknown)
10.38.15.195	2c:20:0b:06:b1:3c	(Unknown)
10.38.15.50	2c:33:61:52:cf:e9	(Unknown)
10.38.12.143	00:cd:fe:cb:63:95	(Unknown)
10.38.15.106	80:7a:bf:37:f7:47	(Unknown)
10.38.14.155	ac:37:43:4e:5a:a8	(Unknown)
10.38.15.207	54:27:1e:db:df:c7	(Unknown)
10.38.14.124	58:40:4e:84:cc:bc	(Unknown)
10.38.15.186	24:f0:94:50:a3:e1	(Unknown)
10.38.15.205	4c:66:41:7a:b2:b9	(Unknown)
10.38.15.112	9c:d9:17:b3:1f:32	(Unknown)
10.38.14.129	dc:0c:5c:ad:f5:b6	(Unknown)
10.38.15.117	98:01:a7:e2:a5:b7	(Unknown)
10.38.15.222	d4:61:9d:59:1b:58	(Unknown)
10.38.13.207	84:41:67:27:ff:d6	(Unknown)
10.38.15.25	48:a1:95:b5:f2:9d	(Unknown)
10.38.15.249	ac:e0:10:25:28:e3	(Unknown)
10.38.15.135	2c:f0:a2:a3:ee:4d	(Unknown)
10.38.14.244	ac:5f:3e:7c:c9:74	(Unknown)
10.38.16.0	98:5f:d3:51:73:c8	(Unknown)
10.38.14.12	28:a0:2b:42:f0:6b	(Unknown)
10.38.14.105	10:a5:d0:cc:87:e8	(Unknown)
10.38.15.76	00:b3:62:bf:98:50	(Unknown)
10.38.15.173	dc:0c:5c:6e:d2:b6	(Unknown)
10.38.15.58	d8:c4:6a:b4:84:94	(Unknown)
10.38.15.171	b0:48:1a:c9:3c:15	(Unknown)
10.38.16.30	24:a0:74:ee:a0:48	(Unknown)
10.38.15.215	a0:3b:e3:d0:c1:65	(Unknown)
10.38.15.178	00:db:70:ea:e4:5b	(Unknown)
10.38.14.237	bc:9f:ef:d6:b4:ce	(Unknown)
10.38.14.137	d0:25:98:48:73:26	(Unknown)
10.38.15.113	cc:08:8d:16:e2:0b	(Unknown)
10.38.16.58	50:63:13:c2:17:79	Hon Hai Precision Ind. Co.,Ltd.
10.38.15.174	f4:f5:24:db:00:a2	(Unknown)
10.38.14.216	ec:1f:72:69:af:57	(Unknown)
10.38.16.63	7c:01:91:b6:24:98	(Unknown)
10.38.16.68	58:00:e3:48:8e:85	(Unknown)
10.38.15.7	bc:9f:ef:30:b7:61	(Unknown)
10.38.16.76	34:36:3b:62:3b:c2	(Unknown)
10.38.16.45	f0:24:75:80:52:e9	(Unknown)
10.38.15.241	a0:99:9b:36:0f:c3	(Unknown)
10.38.15.238	d4:61:9d:05:11:a8	(Unknown)
10.38.16.88	68:c4:4d:49:5d:b3	(Unknown)
10.38.16.43	a8:a6:68:dd:fe:67	(Unknown)
10.38.16.90	9c:f3:87:b5:71:c4	(Unknown)
10.38.15.168	70:14:a6:13:73:c4	(Unknown)
10.38.15.254	7c:67:a2:3c:a6:27	(Unknown)
10.38.16.78	b4:4b:d2:76:58:7b	(Unknown)
10.38.16.85	84:41:67:18:56:32	(Unknown)
10.38.13.255	c0:63:94:74:79:8a	Apple
10.38.16.83	ac:5f:3e:91:a7:79	(Unknown)
10.38.16.12	84:8e:0c:58:e1:cf	(Unknown)
10.38.16.60	c4:85:08:24:00:09	Intel Corporate
10.38.16.37	f4:0f:24:25:32:48	(Unknown)
10.38.16.135	18:d2:76:4e:04:00	(Unknown)
10.38.14.190	c0:cc:f8:49:99:22	(Unknown)
10.38.14.231	84:89:ad:87:76:43	(Unknown)
10.38.16.115	20:3c:ae:ae:62:ee	(Unknown)
10.38.15.140	30:63:6b:df:f7:12	(Unknown)
10.38.16.121	dc:a9:04:bf:a8:b2	(Unknown)
10.38.16.130	dc:a9:04:9a:39:8e	(Unknown)
10.38.15.166	24:5b:a7:21:09:f6	(Unknown)
10.38.16.138	20:ab:37:0a:5a:52	(Unknown)
10.38.15.144	20:3c:ae:5d:47:86	(Unknown)
10.38.16.202	c0:ee:fb:d5:c4:b8	(Unknown)
10.38.16.187	fc:c2:de:a5:aa:99	(Unknown)
10.38.14.165	14:bd:61:91:48:19	(Unknown)
10.38.16.28	bc:9f:ef:06:e6:60	(Unknown)
10.38.16.221	48:a1:95:cf:c8:43	(Unknown)
10.38.16.156	cc:29:f5:71:53:3c	(Unknown)
10.38.16.235	c0:ee:fb:3a:46:75	(Unknown)
10.38.14.150	28:5a:eb:54:95:6c	(Unknown)
10.38.16.194	60:57:18:96:48:8f	Intel Corporate
10.38.16.186	20:ab:37:65:2b:20	(Unknown)
10.38.16.140	68:a8:6d:52:bd:fe	Apple, Inc.
10.38.16.224	dc:ef:ca:d2:c2:a3	(Unknown)
10.38.16.82	bc:3b:af:22:3b:ad	Apple
10.38.16.134	a0:d7:95:ba:60:2a	(Unknown)
10.38.16.95	cc:29:f5:0c:81:fd	(Unknown)
10.38.17.24	a0:18:28:b0:ba:2c	(Unknown)
10.38.16.52	dc:41:5f:a7:89:0a	(Unknown)
10.38.16.176	98:0c:a5:5a:12:23	(Unknown)
10.38.17.38	08:d4:0c:d9:19:9e	Intel Corporate
10.38.17.45	f8:cf:c5:92:4a:7a	(Unknown)
10.38.16.193	4c:74:bf:05:19:cd	(Unknown)
10.38.16.248	48:3b:38:5e:21:ec	(Unknown)
10.38.17.52	38:b1:db:fe:f7:8f	(Unknown)
10.38.17.55	90:00:4e:c4:21:11	Hon Hai Precision Ind. Co.,Ltd.
10.38.17.51	70:ec:e4:3f:88:4d	(Unknown)
10.38.17.5	70:81:eb:ba:bb:61	(Unknown)
10.38.16.55	a0:3b:e3:02:89:4b	(Unknown)
10.38.17.61	50:1a:c5:eb:83:6f	(Unknown)
10.38.16.77	bc:9f:ef:cc:ba:de	(Unknown)
10.38.17.31	48:a1:95:48:bf:e3	(Unknown)
10.38.17.71	32:c7:0e:1a:44:c9	(Unknown)
10.38.16.108	ec:9b:f3:de:97:5b	(Unknown)
10.38.17.29	a8:66:7f:25:21:85	(Unknown)
10.38.16.243	8c:85:90:dd:1d:6d	(Unknown)
10.38.17.41	48:3b:38:b1:5f:c5	(Unknown)
10.38.16.197	f0:db:e2:b3:63:0b	(Unknown)
10.38.17.33	d8:c4:6a:83:7d:2c	(Unknown)
10.38.17.4	bc:20:a4:87:24:a5	Samsung Electronics
10.38.17.81	7c:d1:c3:79:13:ea	Apple Inc
10.38.17.83	90:b0:ed:12:68:5b	(Unknown)
10.38.17.102	bc:9f:ef:17:cf:d2	(Unknown)
10.38.17.111	78:4b:87:f1:f5:06	(Unknown)
10.38.17.96	d4:61:9d:3e:4f:35	(Unknown)
10.38.17.27	88:66:a5:76:9b:da	(Unknown)
10.38.17.113	70:f0:87:4f:57:33	(Unknown)
10.38.16.144	b0:70:2d:df:ca:e0	(Unknown)
10.38.17.134	4c:bb:58:0b:dc:1a	(Unknown)
10.38.17.127	6c:8d:c1:8b:43:5a	(Unknown)
10.38.16.93	5c:ad:cf:0c:d9:ab	(Unknown)
10.38.17.119	34:f3:9a:1b:9e:c8	(Unknown)
10.38.17.99	38:71:de:73:c6:54	(Unknown)
10.38.17.156	e4:a7:a0:12:e4:9f	(Unknown)
10.38.17.154	f8:63:3f:21:7b:2c	(Unknown)
10.38.17.159	cc:20:e8:08:88:f6	(Unknown)
10.38.17.78	4c:66:41:fd:2f:e9	(Unknown)
10.38.17.21	88:36:5f:f3:47:43	(Unknown)
10.38.17.126	ac:e0:10:10:cf:39	(Unknown)
10.38.17.109	80:58:f8:4f:b6:7d	(Unknown)
10.38.17.106	b8:44:d9:08:ca:71	(Unknown)
10.38.16.89	88:66:a5:e8:cc:41	(Unknown)
10.38.16.114	2c:54:cf:fa:e2:ff	(Unknown)
10.38.16.102	b4:8b:19:b4:fc:34	(Unknown)
10.38.16.119	28:ed:6a:e5:00:80	(Unknown)
10.38.17.66	fc:db:b3:1b:e8:43	(Unknown)
10.38.16.189	14:bd:61:9a:c7:c3	(Unknown)
10.38.17.16	24:f0:94:a1:44:ad	(Unknown)
10.38.14.184	bc:9f:ef:d0:99:9b	(Unknown)
10.38.17.6	1c:23:2c:58:96:e5	(Unknown)
10.38.17.140	24:24:0e:41:16:2f	(Unknown)
10.38.13.245	c0:1a:da:7b:c9:28	(Unknown)
10.38.17.47	4c:66:41:5f:e5:9d	(Unknown)
10.38.15.34	c0:ee:fb:3c:7d:6c	(Unknown)
10.38.17.91	c8:94:bb:ec:f2:51	(Unknown)
10.38.17.92	8c:f5:a3:b7:c7:84	(Unknown)
10.38.17.18	a0:39:f7:4e:34:ae	(Unknown)
10.38.17.141	70:81:eb:dc:9f:eb	(Unknown)
10.38.19.102	40:4d:7f:d4:22:8c	(Unknown)
10.38.16.99	9c:f4:8e:94:6e:72	(Unknown)
10.38.18.127	d8:bb:2c:1f:77:45	(Unknown)
10.38.17.12	d0:25:98:11:1a:aa	(Unknown)
10.38.17.74	c0:ee:fb:dd:1c:86	(Unknown)
10.38.0.70	98:00:c6:c7:33:02	(Unknown)
10.38.15.137	24:5b:a7:12:8f:49	(Unknown)
10.38.0.165	58:67:1a:b6:cf:f6	BARNES&NOBLE.COM
10.38.20.210	bc:54:36:20:2d:69	(Unknown)
10.38.19.53	bc:9f:ef:5e:1b:7f	(Unknown)
10.38.14.253	a0:3b:e3:ea:fe:8a	(Unknown)
10.38.3.68	28:18:78:3d:a2:c5	Microsoft Corporation
10.38.17.22	dc:0c:5c:ca:f2:86	(Unknown)
10.38.24.57	c0:cc:f8:aa:26:e8	(Unknown)
10.38.24.73	c0:ce:cd:eb:c9:a3	(Unknown)
10.38.24.23	9c:f4:8e:11:c0:21	(Unknown)
10.38.24.193	9c:f4:8e:5c:c9:ad	(Unknown)
10.38.27.74	f8:62:14:bb:1a:a7	(Unknown)
10.38.27.151	20:ab:37:65:18:47	(Unknown)
10.38.8.31	9c:fc:01:5d:0a:7e	(Unknown)
10.38.28.70	70:f0:87:a9:9f:e9	(Unknown)
10.38.28.199	44:85:00:dd:32:d6	Intel Corporate
10.38.27.246	00:cd:fe:a9:c0:06	(Unknown)
10.38.29.137	80:00:0b:9b:f0:82	Intel Corporate
10.38.29.153	80:00:0b:8f:96:3e	Intel Corporate
10.38.29.77	90:b6:86:cd:35:8e	(Unknown)
10.38.13.57	98:00:c6:eb:e9:36	(Unknown)
10.38.30.75	24:f0:94:9f:2f:a4	(Unknown)
10.38.31.30	68:a8:6d:26:bf:9c	Apple, Inc.
10.38.31.175	10:0b:a9:02:06:14	Intel Corporate
10.38.0.149	4c:66:41:a9:f8:62	(Unknown)
10.38.31.120	dc:ef:ca:5f:2a:fa	(Unknown)
10.38.0.97	d8:bb:2c:8f:9c:9e	(Unknown)
10.38.0.206	84:41:67:4d:1f:10	(Unknown)
10.38.1.252	9c:2a:83:b0:19:7c	(Unknown)
10.38.17.93	bc:a9:20:dd:53:91	(Unknown)
10.38.2.52	80:6c:1b:cc:ed:f0	(Unknown)
10.38.2.106	74:8d:08:1e:f4:95	(Unknown)
10.38.4.53	bc:9f:ef:da:ef:a3	(Unknown)
10.38.3.191	7c:04:d0:72:13:3b	(Unknown)
10.38.5.204	ac:5f:3e:14:f3:8c	(Unknown)
10.38.5.204	ac:5f:3e:14:f3:8c	(Unknown) (DUP: 2)
10.38.6.123	88:1f:a1:72:a0:aa	Apple
10.38.7.156	b0:10:41:90:55:ac	(Unknown)
10.38.8.244	d0:25:98:5f:18:a2	(Unknown)
10.38.9.170	bc:54:36:40:a5:b1	(Unknown)
10.38.10.63	00:16:eb:96:80:c5	Intel Corporate
10.38.12.96	ac:37:43:51:87:08	(Unknown)
10.38.12.83	a0:cc:2b:17:3b:db	(Unknown)
10.38.12.65	b0:72:bf:f4:30:0f	(Unknown)
10.38.15.16	88:66:a5:65:f6:d0	(Unknown)
10.38.15.101	ac:5f:3e:f4:88:e7	(Unknown)
10.38.28.196	80:e6:50:19:b1:f6	(Unknown)
10.38.0.65	60:f4:45:8c:f2:bd	(Unknown)
10.38.0.91	98:10:e8:3a:2e:64	(Unknown)
10.38.6.110	80:00:0b:19:47:c7	Intel Corporate
10.38.7.87	0c:d7:46:2a:a9:f2	(Unknown)
10.38.9.11	98:00:c6:51:28:6d	(Unknown)
10.38.12.146	a0:cc:2b:0a:42:b9	(Unknown)
10.38.6.169	d4:61:9d:74:e0:a8	(Unknown)
10.38.16.165	30:63:6b:d4:1e:c0	(Unknown)
10.38.17.17	20:a2:e4:d9:c2:0b	(Unknown)
10.38.12.32	54:4e:90:cf:af:d8	(Unknown)
10.38.0.88	7c:50:49:4a:42:47	(Unknown)
10.38.1.174	78:d7:5f:b5:0e:67	(Unknown)
10.38.5.44	d4:dc:cd:a7:21:75	(Unknown)
10.38.7.235	78:d7:5f:68:98:08	(Unknown)
10.38.9.18	38:71:de:24:60:09	(Unknown)
10.38.11.192	5c:97:f3:54:ec:f4	(Unknown)
10.38.12.15	4c:66:41:d5:8f:cf	(Unknown)
10.38.12.15	4c:66:41:d5:8f:cf	(Unknown) (DUP: 2)
10.38.12.200	88:36:5f:a2:18:ed	(Unknown)
10.38.12.90	50:7a:55:3b:3e:22	(Unknown)
